set_num,last_6_months_new_total_lots,last_6_months_new_total_qty,last_6_months_new_min_price,last_6_months_new_avg_price,last_6_months_new_qty_avg_price,last_6_months_new_max_price,last_6_months_used_total_lots,last_6_months_used_total_qty,last_6_months_used_min_price,last_6_months_used_avg_price,last_6_months_used_qty_avg_price,last_6_months_used_max_price,current_new_total_lots,current_new_total_qty,current_new_min_price,current_new_avg_price,current_new_qty_avg_price,current_new_max_price,current_used_total_lots,current_used_total_qty,current_used_min_price,current_used_avg_price,current_used_qty_avg_price,current_used_max_price
224-1,,,,,,,,,,,,,,,,,,,,,,,,
3072-1,1,1,1,US $59.85,US $59.85,US $59.85,,,,,,,,,,,,,1,1,1,US $17.95,US $17.95,US $17.95
3073-1,1,1,1,US $59.85,US $59.85,US $59.85,1,1,1,US $5.00,US $5.00,US $5.00,,,,,,,1,1,1,US $5.43,US $5.43,US $5.43
3074-1,,,,,,,1,1,1,US $19.99,US $19.99,US $19.99,2,2,2,US $56.45,US $56.45,US $59.02,2,2,2,US $15.56,US $15.56,US $19.98
3075-1,,,,,,,,,,,,,1,1,1,US $72.81,US $72.81,US $72.81,1,1,1,US $21.67,US $21.67,US $21.67
3076-1,,,,,,,,,,,,,,,,,,,1,1,1,US $22.91,US $22.91,US $22.91
3077-1,,,,,,,,,,,,,,,,,,,2,3,2,US $22.13,US $21.77,US $23.22
3130-1,,,,,,,1,1,1,US $18.29,US $18.29,US $18.29,3,3,3,US $24.98,US $24.98,US $39.09,5,5,5,US $30.85,US $30.85,US $32.58
3132-1,1,20,1,US $11.57,US $11.57,US $11.57,1,1,1,US $16.31,US $16.31,US $16.31,3,6,3,US $25.85,US $24.57,US $43.43,,,,,,
3133-1,,,,,,,,,,,,,,,,,,,1,1,1,US $24.44,US $24.44,US $24.44
3134-1,,,,,,,,,,,,,,,,,,,1,1,1,US $21.72,US $21.72,US $21.72
3135-1,2,2,2,US $39.63,US $39.63,US $41.13,,,,,,,1,1,1,US $46.66,US $46.66,US $46.66,2,2,2,US $35.27,US $35.27,US $43.44
3136-1,1,1,1,US $38.13,US $38.13,US $38.13,,,,,,,,,,,,,1,1,1,US $21.72,US $21.72,US $21.72
3137-1,1,1,1,US $5.13,US $5.13,US $5.13,,,,,,,2,2,2,US $5.24,US $5.24,US $5.32,,,,,,
3138-1,,,,,,,,,,,,,1,1,1,US $10.64,US $10.64,US $10.64,1,1,1,US $8.69,US $8.69,US $8.69
3139-1,,,,,,,,,,,,,,,,,,,6,6,6,US $10.02,US $10.02,US $12.11
3140-1,,,,,,,,,,,,,1,1,1,US $12.41,US $12.41,US $12.41,1,1,1,US $3.26,US $3.26,US $3.26
3141-1,2,4,2,US $3.79,US $3.89,US $4.00,1,1,1,US $3.19,US $3.19,US $3.19,4,27,4,US $4.69,US $4.56,US $7.10,2,2,2,US $3.73,US $3.73,US $4.21
3142-1,,,,,,,,,,,,,,,,,,,2,2,2,US $119.60,US $119.60,US $119.73
3143-1,,,,,,,1,1,1,US $59.46,US $59.46,US $59.46,1,1,1,US $271.53,US $271.53,US $271.53,5,5,5,US $131.48,US $131.48,US $162.92
3144-1,,,,,,,,,,,,,,,,,,,4,4,4,US $44.79,US $44.79,US $54.31
3146-1,1,1,1,US $12.76,US $12.76,US $12.76,,,,,,,,,,,,,,,,,,
3233-1,,,,,,,,,,,,,4,8,4,US $21.61,US $14.44,US $40.39,5,5,5,US $7.45,US $7.45,US $10.00
3234-1,,,,,,,,,,,,,,,,,,,7,8,7,US $6.06,US $5.85,US $10.00
3438-1,2,2,2,US $196.66,US $196.66,US $205.00,6,6,6,US $94.20,US $94.20,US $111.21,8,8,8,US $242.69,US $242.69,US $300.00,3,3,3,US $146.65,US $146.65,US $169.99
3505-1,,,,,,,1,1,1,US $2.91,US $2.91,US $2.91,3,8,3,US $10.60,US $7.62,US $17.81,4,4,4,US $5.03,US $5.03,US $5.97
3506-1,,,,,,,,,,,,,,,,,,,1,1,1,US $9.31,US $9.31,US $9.31
3520-1,,,,,,,,,,,,,,,,,,,,,,,,
3521-1,1,1,1,US $19.45,US $19.45,US $19.45,,,,,,,1,1,1,US $13.99,US $13.99,US $13.99,1,1,1,US $3.69,US $3.69,US $3.69
3554-1,,,,,,,,,,,,,,,,,,,1,1,1,US $59.68,US $59.68,US $59.68
3555-1,,,,,,,,,,,,,,,,,,,,,,,,
3582-1,,,,,,,,,,,,,,,,,,,,,,,,
3803-1,,,,,,,,,,,,,,,,,,,,,,,,
4281-1,,,,,,,,,,,,,1,1,1,US $27.00,US $27.00,US $27.00,,,,,,
4282-1,,,,,,,,,,,,,2,2,2,US $19.86,US $19.86,US $21.72,,,,,,
4283-1,,,,,,,,,,,,,,,,,,,,,,,,
4284-1,,,,,,,,,,,,,,,,,,,,,,,,
4285-1,,,,,,,,,,,,,,,,,,,5,5,5,US $13.93,US $13.93,US $25.00
4288-1,,,,,,,,,,,,,,,,,,,3,4,3,US $39.54,US $39.66,US $43.64
4291-1,,,,,,,,,,,,,,,,,,,,,,,,
4293-1,,,,,,,,,,,,,1,1,1,US $85.00,US $85.00,US $85.00,,,,,,
4556-1,2,2,2,US $135.00,US $135.00,US $139.99,4,4,4,US $58.46,US $58.46,US $80.00,4,4,4,US $140.60,US $140.60,US $141.19,8,8,8,US $78.93,US $78.93,US $121.18
4557-1,1,1,1,US $110.00,US $110.00,US $110.00,1,1,1,US $54.23,US $54.23,US $54.23,3,3,3,US $124.21,US $124.21,US $150.00,6,6,6,US $72.92,US $72.92,US $119.46
4560-1,,,,,,,4,4,4,US $152.76,US $152.76,US $270.20,5,6,5,US $440.52,US $372.53,US $813.49,13,15,13,US $180.54,US $161.54,US $359.04
4561-1,4,4,4,US $318.03,US $318.03,US $423.79,14,14,14,US $176.55,US $176.55,US $247.50,5,5,5,US $431.04,US $431.04,US $465.68,16,16,16,US $235.82,US $235.82,US $400.00
4805-1,4,4,4,US $79.49,US $79.49,US $108.00,9,10,9,US $27.21,US $27.49,US $32.85,6,8,6,US $97.19,US $98.01,US $110.00,3,5,3,US $31.70,US $32.64,US $34.99
4910-1,,,,,,,21,21,21,US $13.77,US $13.77,US $21.78,7,7,7,US $42.52,US $42.52,US $54.31,15,21,15,US $17.56,US $15.69,US $40.00
4920-1,1,1,1,US $53.03,US $53.03,US $53.03,25,25,25,US $11.24,US $11.24,US $19.99,3,3,3,US $45.71,US $45.71,US $55.00,27,28,27,US $12.02,US $11.80,US $32.53
4930-1,3,3,3,US $73.53,US $73.53,US $80.00,7,7,7,US $36.73,US $36.73,US $49.50,9,10,9,US $79.12,US $77.71,US $116.31,7,7,7,US $42.96,US $42.96,US $48.91
4940-1,2,2,2,US $147.50,US $147.50,US $159.99,21,21,21,US $55.39,US $55.39,US $70.46,2,2,2,US $203.53,US $203.53,US $275.00,13,14,13,US $55.20,US $55.99,US $66.37
4950-1,1,1,1,US $179.02,US $179.02,US $179.02,27,27,27,US $59.52,US $59.52,US $160.18,5,5,5,US $205.09,US $205.09,US $250.00,19,21,19,US $74.14,US $72.73,US $135.99
4959-1,,,,,,,,,,,,,,,,,,,,,,,,
4970-1,1,1,1,US $216.85,US $216.85,US $216.85,19,19,19,US $85.48,US $85.48,US $147.04,5,5,5,US $319.11,US $319.11,US $379.05,26,29,26,US $100.45,US $99.73,US $151.40
4980-1,,,,,,,12,12,12,US $153.91,US $153.91,US $237.42,9,9,9,US $352.97,US $352.97,US $434.44,13,13,13,US $171.56,US $171.56,US $236.26
4990-1,,,,,,,17,17,17,US $194.00,US $194.00,US $240.51,7,7,7,US $484.30,US $484.30,US $675.00,19,22,19,US $233.06,US $228.04,US $438.73
5021-1,,,,,,,,,,,,,,,,,,,,,,,,
5025-1,,,,,,,,,,,,,,,,,,,,,,,,
5203-1,,,,,,,,,,,,,3,10,3,US $18.67,US $16.21,US $29.99,,,,,,
5204-1,,,,,,,1,1,1,US $10.89,US $10.89,US $10.89,3,7,3,US $21.97,US $20.39,US $24.95,,,,,,
5205-1,1,1,1,US $9.16,US $9.16,US $9.16,,,,,,,,,,,,,,,,,,
5215-1,,,,,,,,,,,,,2,5,2,US $15.47,US $15.18,US $15.95,,,,,,
5216-1,,,,,,,,,,,,,,,,,,,,,,,,
5217-1,1,2,1,US $9.90,US $9.90,US $9.90,,,,,,,1,2,1,US $8.00,US $8.00,US $8.00,,,,,,
5313-1,1,1,1,US $36.91,US $36.91,US $36.91,,,,,,,3,3,3,US $47.50,US $47.50,US $52.13,,,,,,
5314-1,,,,,,,,,,,,,1,1,1,US $21.72,US $21.72,US $21.72,,,,,,
5315-1,,,,,,,,,,,,,5,15,5,US $14.58,US $15.52,US $17.45,,,,,,
5316-1,,,,,,,,,,,,,1,2,1,US $29.99,US $29.99,US $29.99,,,,,,
5317-1,1,1,1,US $65.33,US $65.33,US $65.33,,,,,,,2,2,2,US $163.04,US $163.04,US $199.71,,,,,,
5318-1,,,,,,,,,,,,,,,,,,,,,,,,
5319-1,1,1,1,US $14.77,US $14.77,US $14.77,,,,,,,1,28,1,US $19.50,US $19.50,US $19.50,1,1,1,US $6.08,US $6.08,US $6.08
5320-1,2,2,2,US $6.57,US $6.57,US $7.63,,,,,,,2,33,2,US $9.20,US $7.65,US $10.86,,,,,,
5321-1,2,5,2,US $7.56,US $7.56,US $7.56,,,,,,,2,2,2,US $7.58,US $7.58,US $7.60,,,,,,
5399-1,,,,,,,,,,,,,1,1,1,US $75.00,US $75.00,US $75.00,,,,,,
5413-1,,,,,,,,,,,,,1,1,1,US $21.67,US $21.67,US $21.67,,,,,,
5414-1,,,,,,,,,,,,,,,,,,,,,,,,
5415-1,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,4,4,4,US $17.25,US $17.25,US $20.00,,,,,,
5533-1,2,2,2,US $122.39,US $122.39,US $134.78,3,3,3,US $105.25,US $105.25,US $135.14,3,7,3,US $161.66,US $152.14,US $199.99,5,5,5,US $137.61,US $137.61,US $299.99
5563-1,3,3,3,US $439.76,US $439.76,US $500.00,2,2,2,US $244.04,US $244.04,US $322.45,1,1,1,US $556.70,US $556.70,US $556.70,8,8,8,US $396.98,US $396.98,US $705.97
5801-1,1,1,1,US $31.74,US $31.74,US $31.74,1,1,1,US $16.20,US $16.20,US $16.20,3,3,3,US $32.24,US $32.24,US $35.00,2,2,2,US $11.50,US $11.50,US $12.00
5802-1,,,,,,,,,,,,,1,1,1,US $41.80,US $41.80,US $41.80,1,1,1,US $21.72,US $21.72,US $21.72
5803-1,,,,,,,1,1,1,US $21.76,US $21.76,US $21.76,1,2,1,US $22.44,US $22.44,US $22.44,2,3,2,US $19.13,US $18.84,US $20.00
5804-1,,,,,,,,,,,,,,,,,,,5,5,5,US $41.04,US $41.04,US $75.92
5805-1,,,,,,,3,3,3,US $32.74,US $32.74,US $37.79,1,1,1,US $135.00,US $135.00,US $135.00,4,4,4,US $40.27,US $40.27,US $54.31
5807-1,1,1,1,US $126.74,US $126.74,US $126.74,1,1,1,US $60.00,US $60.00,US $60.00,1,1,1,US $167.40,US $167.40,US $167.40,2,2,2,US $62.97,US $62.97,US $65.17
5808-1,,,,,,,1,1,1,US $143.61,US $143.61,US $143.61,1,1,1,US $240.00,US $240.00,US $240.00,5,5,5,US $116.93,US $116.93,US $160.00
5811-1,,,,,,,1,1,1,US $10.88,US $10.88,US $10.88,1,1,1,US $15.21,US $15.21,US $15.21,2,2,2,US $13.64,US $13.64,US $20.00
5812-1,,,,,,,,,,,,,6,6,6,US $19.13,US $19.13,US $25.00,,,,,,
5901-1,2,2,2,US $34.50,US $34.50,US $36.71,2,2,2,US $14.90,US $14.90,US $19.50,,,,,,,2,2,2,US $15.65,US $15.65,US $16.29
5902-1,2,2,2,US $20.00,US $20.00,US $20.00,6,6,6,US $11.21,US $11.21,US $13.29,3,4,3,US $22.83,US $24.63,US $30.00,7,7,7,US $11.58,US $11.58,US $14.96
5905-1,8,19,8,US $31.60,US $31.54,US $35.96,3,3,3,US $20.12,US $20.12,US $30.36,9,42,9,US $42.68,US $35.80,US $65.17,8,8,8,US $25.25,US $25.25,US $41.27
5906-1,4,4,4,US $58.88,US $58.88,US $69.99,9,9,9,US $40.70,US $40.70,US $51.30,5,5,5,US $129.94,US $129.94,US $299.99,11,11,11,US $52.91,US $52.91,US $63.44
5925-1,3,3,3,US $68.33,US $68.33,US $85.00,12,12,12,US $15.98,US $15.98,US $27.17,3,3,3,US $65.59,US $65.59,US $82.29,16,16,16,US $20.77,US $20.77,US $35.00
5936-1,2,2,2,US $164.02,US $164.02,US $177.73,8,8,8,US $37.16,US $37.16,US $51.81,8,8,8,US $173.76,US $173.76,US $192.26,16,16,16,US $51.16,US $51.16,US $81.46
5956-1,,,,,,,7,7,7,US $174.11,US $174.11,US $232.91,1,1,1,US $396.21,US $396.21,US $396.21,11,11,11,US $230.66,US $230.66,US $325.83
5976-1,,,,,,,8,8,8,US $143.17,US $143.17,US $179.51,5,5,5,US $657.64,US $657.64,US $720.00,12,12,12,US $168.43,US $168.43,US $287.82
5986-1,2,2,2,US $831.50,US $831.50,US $846.10,6,6,6,US $420.33,US $420.33,US $541.32,,,,,,,10,10,10,US $509.86,US $509.86,US $610.83
6425-1,1,1,1,US $25.00,US $25.00,US $25.00,11,11,11,US $4.23,US $4.23,US $10.00,5,6,5,US $31.69,US $29.74,US $43.44,48,51,48,US $4.47,US $4.43,US $16.47
6427-1,4,4,4,US $34.00,US $34.00,US $49.99,2,2,2,US $24.47,US $24.47,US $27.28,8,10,8,US $38.71,US $38.79,US $49.99,3,3,3,US $27.95,US $27.95,US $40.00
6429-1,2,2,2,US $65.00,US $65.00,US $65.00,8,8,8,US $8.56,US $8.56,US $16.00,2,2,2,US $53.38,US $53.38,US $65.17,37,41,37,US $11.68,US $11.42,US $19.04
6432-1,,,,,,,1,1,1,US $20.00,US $20.00,US $20.00,4,4,4,US $63.16,US $63.16,US $72.63,24,26,24,US $18.30,US $18.02,US $46.75
6433-1,,,,,,,2,2,2,US $34.99,US $34.99,US $40.00,2,2,2,US $79.55,US $79.55,US $89.10,11,11,11,US $22.36,US $22.36,US $40.00
6434-1,,,,,,,1,1,1,US $38.07,US $38.07,US $38.07,2,2,2,US $62.48,US $62.48,US $75.00,10,10,10,US $45.47,US $45.47,US $70.12
6435-1,,,,,,,,,,,,,6,6,6,US $204.27,US $204.27,US $271.53,5,5,5,US $74.00,US $74.00,US $150.00
6436-1,2,3,2,US $10.02,US $10.30,US $10.84,2,2,2,US $4.17,US $4.17,US $6.00,4,7,4,US $13.07,US $13.74,US $15.00,9,9,9,US $3.88,US $3.88,US $6.00
6452-1,1,1,1,US $10.96,US $10.96,US $10.96,18,18,18,US $5.38,US $5.38,US $11.00,7,7,7,US $21.47,US $21.47,US $26.34,34,36,34,US $6.91,US $6.80,US $13.03
6453-1,1,1,1,US $31.86,US $31.86,US $31.86,14,14,14,US $6.44,US $6.44,US $13.00,3,3,3,US $35.80,US $35.80,US $40.00,34,34,34,US $7.91,US $7.91,US $13.03
6454-1,1,1,1,US $79.00,US $79.00,US $79.00,12,12,12,US $23.59,US $23.59,US $40.00,5,5,5,US $93.81,US $93.81,US $108.61,37,39,37,US $25.16,US $25.66,US $40.00
6455-1,2,2,2,US $100.34,US $100.34,US $124.17,14,14,14,US $37.85,US $37.85,US $58.46,6,8,6,US $127.58,US $129.43,US $162.86,15,15,15,US $33.32,US $33.32,US $60.00
6456-1,1,1,1,US $394.12,US $394.12,US $394.12,7,7,7,US $63.54,US $63.54,US $88.06,6,6,6,US $308.94,US $308.94,US $405.00,19,19,19,US $83.17,US $83.17,US $140.00
6457-1,,,,,,,5,5,5,US $9.50,US $9.50,US $12.00,1,1,1,US $38.56,US $38.56,US $38.56,12,12,12,US $16.30,US $16.30,US $54.31
6458-1,4,4,4,US $31.83,US $31.83,US $37.60,16,16,16,US $9.40,US $9.40,US $21.92,6,6,6,US $36.61,US $36.61,US $47.58,21,21,21,US $10.91,US $10.91,US $29.00
6459-1,,,,,,,9,9,9,US $17.69,US $17.69,US $30.00,3,3,3,US $50.82,US $50.82,US $64.08,6,6,6,US $33.75,US $33.75,US $40.38
6460-1,,,,,,,,,,,,,,,,,,,,,,,,
6461-1,,,,,,,4,4,4,US $4.14,US $4.14,US $6.12,,,,,,,6,6,6,US $3.40,US $3.40,US $5.34
6463-1,6,7,6,US $26.45,US $26.56,US $31.33,17,17,17,US $7.26,US $7.26,US $13.00,7,10,7,US $51.36,US $45.72,US $150.00,26,27,26,US $10.88,US $10.92,US $40.00
6464-1,1,1,1,US $278.55,US $278.55,US $278.55,1,1,1,US $163.17,US $163.17,US $163.17,1,1,1,US $395.00,US $395.00,US $395.00,2,2,2,US $82.36,US $82.36,US $153.86
6465-1,,,,,,,4,4,4,US $8.09,US $8.09,US $12.00,1,1,1,US $85.00,US $85.00,US $85.00,22,24,22,US $11.88,US $12.17,US $30.00
6467-1,,,,,,,1,1,1,US $12.50,US $12.50,US $12.50,9,12,9,US $67.17,US $63.72,US $126.00,12,12,12,US $14.12,US $14.12,US $35.01
6468-1,,,,,,,3,3,3,US $6.67,US $6.67,US $7.00,,,,,,,4,4,4,US $6.54,US $6.54,US $8.00
6469-1,,,,,,,1,1,1,US $49.00,US $49.00,US $49.00,3,3,3,US $108.09,US $108.09,US $150.00,,,,,,
6498-1,1,1,1,US $6.40,US $6.40,US $6.40,1,1,1,US $7.00,US $7.00,US $7.00,1,1,1,US $10.49,US $10.49,US $10.49,5,5,5,US $6.40,US $6.40,US $7.00
6942-1,1,1,1,US $37.19,US $37.19,US $37.19,3,3,3,US $7.82,US $7.82,US $7.97,2,2,2,US $38.05,US $38.05,US $38.08,8,9,8,US $8.96,US $8.77,US $13.35
6943-1,1,1,1,US $25.00,US $25.00,US $25.00,2,2,2,US $11.23,US $11.23,US $12.90,2,3,2,US $47.39,US $45.09,US $54.28,5,5,5,US $13.12,US $13.12,US $20.03
7101-1,10,10,10,US $99.69,US $99.69,US $134.92,37,37,37,US $31.63,US $31.63,US $42.99,13,15,13,US $147.98,US $165.46,US $543.05,49,57,49,US $44.16,US $45.62,US $169.99
7110-1,13,13,13,US $79.67,US $79.67,US $115.00,34,34,34,US $21.85,US $21.85,US $37.21,8,8,8,US $114.86,US $114.86,US $217.22,56,73,56,US $30.91,US $31.57,US $65.00
7111-1,11,11,11,US $43.07,US $43.07,US $58.50,65,70,65,US $9.44,US $9.28,US $27.43,22,29,22,US $75.60,US $70.41,US $217.22,74,85,74,US $12.16,US $12.89,US $49.99
7121-1,7,7,7,US $65.01,US $65.01,US $85.00,37,37,37,US $26.27,US $26.27,US $50.53,9,9,9,US $113.15,US $113.15,US $217.22,44,46,44,US $32.30,US $32.57,US $60.00
7128-1,11,15,11,US $80.38,US $69.17,US $125.00,27,28,27,US $30.02,US $30.17,US $55.99,16,19,16,US $106.04,US $94.45,US $271.53,72,74,72,US $33.48,US $33.37,US $76.09
7130-1,8,8,8,US $126.30,US $126.30,US $170.00,40,40,40,US $37.89,US $37.89,US $72.00,11,12,11,US $161.13,US $159.01,US $271.53,50,56,50,US $50.96,US $50.96,US $125.00
7131-1,9,9,9,US $112.05,US $112.05,US $215.58,40,40,40,US $23.08,US $23.08,US $50.84,12,12,12,US $120.55,US $120.55,US $271.53,62,66,62,US $33.98,US $36.44,US $159.99
7140-1,8,8,8,US $248.09,US $248.09,US $314.71,35,35,35,US $55.14,US $55.14,US $125.00,14,17,14,US $268.83,US $276.34,US $366.86,65,66,65,US $66.94,US $66.77,US $177.63
7141-1,7,7,7,US $117.36,US $117.36,US $145.00,41,41,41,US $26.87,US $26.87,US $54.77,9,9,9,US $130.68,US $130.68,US $271.53,69,72,69,US $43.50,US $43.93,US $114.17
7150-1,5,5,5,US $178.39,US $178.39,US $225.00,23,23,23,US $66.65,US $66.65,US $123.89,8,9,8,US $192.29,US $184.82,US $278.35,50,54,50,US $94.50,US $94.46,US $253.78
7151-1,12,12,12,US $109.12,US $109.12,US $175.00,30,30,30,US $38.20,US $38.20,US $64.07,8,8,8,US $179.88,US $179.88,US $380.14,54,58,54,US $49.90,US $50.54,US $187.99
7161-1,8,8,8,US $214.56,US $214.56,US $325.00,15,15,15,US $71.58,US $71.58,US $110.04,9,9,9,US $261.14,US $261.14,US $380.14,50,50,50,US $78.73,US $78.73,US $162.86
7171-1,6,6,6,US $278.17,US $278.17,US $360.00,30,30,30,US $121.34,US $121.34,US $213.43,15,16,15,US $393.59,US $392.79,US $684.25,47,49,47,US $150.70,US $151.57,US $360.00
8246-1,1,1,1,US $13.50,US $13.50,US $13.50,3,3,3,US $2.94,US $2.94,US $4.05,4,4,4,US $12.75,US $12.75,US $14.00,24,24,24,US $6.30,US $6.30,US $16.69
8247-1,,,,,,,2,2,2,US $4.09,US $4.09,US $4.41,3,5,3,US $16.72,US $14.83,US $25.68,8,8,8,US $8.45,US $8.45,US $29.99
8251-1,1,1,1,US $24.56,US $24.56,US $24.56,3,3,3,US $7.27,US $7.27,US $8.49,1,1,1,US $25.00,US $25.00,US $25.00,20,21,20,US $9.83,US $9.79,US $16.69
8252-1,2,2,2,US $49.60,US $49.60,US $50.00,2,2,2,US $14.10,US $14.10,US $21.74,5,6,5,US $50.94,US $50.68,US $60.00,12,13,12,US $19.96,US $19.63,US $59.99
8253-1,,,,,,,1,1,1,US $27.02,US $27.02,US $27.02,,,,,,,5,129,5,US $28.98,US $27.22,US $40.38
8255-1,,,,,,,2,2,2,US $13.18,US $13.18,US $16.21,,,,,,,9,9,9,US $24.00,US $24.00,US $48.87
8268-1,1,1,1,US $51.42,US $51.42,US $51.42,,,,,,,2,2,2,US $57.38,US $57.38,US $63.17,8,8,8,US $19.68,US $19.68,US $29.11
8269-1,1,1,1,US $61.55,US $61.55,US $61.55,2,2,2,US $38.51,US $38.51,US $50.00,2,3,2,US $53.37,US $53.24,US $53.79,3,3,3,US $21.75,US $21.75,US $25.20
8444-1,,,,,,,2,2,2,US $22.49,US $22.49,US $24.42,6,6,6,US $75.25,US $75.25,US $108.56,18,18,18,US $27.38,US $27.38,US $50.00
8445-1,1,1,1,US $127.50,US $127.50,US $127.50,3,3,3,US $54.67,US $54.67,US $75.00,3,3,3,US $152.96,US $152.96,US $173.72,25,25,25,US $73.32,US $73.32,US $500.00
8446-1,,,,,,,2,2,2,US $35.97,US $35.97,US $41.13,3,3,3,US $308.39,US $308.39,US $330.17,7,8,7,US $81.34,US $83.25,US $130.28
8448-1,,,,,,,6,6,6,US $159.61,US $159.61,US $216.75,8,10,8,US $652.95,US $648.39,"US $1,085.02",36,71,36,US $265.58,US $562.99,"US $1,065.00"
8450-1,1,1,1,US $136.08,US $136.08,US $136.08,1,1,1,US $87.03,US $87.03,US $87.03,3,3,3,US $146.07,US $146.07,US $152.55,7,7,7,US $101.53,US $101.53,US $124.90
8500-1,,,,,,,14,14,14,US $8.62,US $8.62,US $17.81,3,3,3,US $41.73,US $41.73,US $86.89,57,63,57,US $10.13,US $10.12,US $59.99
8501-1,,,,,,,19,19,19,US $8.52,US $8.52,US $16.00,3,3,3,US $29.82,US $29.82,US $32.58,62,79,62,US $9.84,US $9.65,US $59.99
8502-1,3,3,3,US $24.66,US $24.66,US $32.36,21,21,21,US $7.36,US $7.36,US $12.00,2,2,2,US $29.50,US $29.50,US $32.58,37,39,37,US $10.42,US $10.22,US $49.99
8503-1,,,,,,,12,12,12,US $9.73,US $9.73,US $16.35,6,6,6,US $33.05,US $33.05,US $45.00,39,47,39,US $9.79,US $9.55,US $39.99
8504-1,2,2,2,US $23.77,US $23.77,US $26.15,22,22,22,US $8.24,US $8.24,US $13.00,2,2,2,US $24.03,US $24.03,US $32.58,51,60,51,US $10.76,US $10.60,US $39.99
8505-1,2,2,2,US $33.00,US $33.00,US $33.87,20,20,20,US $9.23,US $9.23,US $18.00,1,1,1,US $28.50,US $28.50,US $28.50,41,41,41,US $11.78,US $11.78,US $49.99
8506-1,1,1,1,US $37.10,US $37.10,US $37.10,22,22,22,US $8.57,US $8.57,US $15.29,3,4,3,US $35.28,US $36.54,US $50.00,52,72,52,US $10.41,US $10.12,US $49.99
8507-1,,,,,,,15,15,15,US $11.95,US $11.95,US $25.00,6,7,6,US $42.73,US $43.77,US $54.00,28,32,28,US $10.65,US $11.82,US $49.99
8508-1,5,12,5,US $12.15,US $11.55,US $14.49,,,,,,,1,1,1,US $16.29,US $16.29,US $16.29,,,,,,
8520-1,2,2,2,US $115.00,US $115.00,US $115.00,10,10,10,US $28.80,US $28.80,US $39.25,2,2,2,US $102.50,US $102.50,US $125.00,10,10,10,US $29.54,US $29.54,US $54.29
9065-1,,,,,,,,,,,,,1,1,1,US $164.62,US $164.62,US $164.62,,,,,,
9122-1,,,,,,,,,,,,,,,,,,,,,,,,
9301-1,1,1,1,US $105.76,US $105.76,US $105.76,,,,,,,3,3,3,US $277.97,US $277.97,US $499.99,,,,,,
9533-1,,,,,,,,,,,,,,,,,,,,,,,,
9680-1,,,,,,,,,,,,,1,3,1,US $153.64,US $153.64,US $153.64,2,2,2,US $126.62,US $126.62,US $173.23
9681-1,,,,,,,,,,,,,1,7,1,US $142.66,US $142.66,US $142.66,2,2,2,US $132.62,US $132.62,US $162.37
9709-1,2,2,2,US $55.76,US $55.76,US $86.53,11,12,11,US $9.16,US $9.46,US $16.32,3,4,3,US $70.19,US $74.28,US $92.32,27,38,27,US $12.14,US $12.15,US $22.00
9755-1,1,1,1,US $3.99,US $3.99,US $3.99,,,,,,,1,1,1,US $12.63,US $12.63,US $12.63,,,,,,
9756-1,1,1,1,US $8.99,US $8.99,US $8.99,,,,,,,4,9,4,US $10.55,US $11.67,US $13.21,,,,,,
9757-1,,,,,,,,,,,,,1,2,1,US $27.15,US $27.15,US $27.15,,,,,,
9758-1,1,1,1,US $4.99,US $4.99,US $4.99,,,,,,,7,80,7,US $7.45,US $6.01,US $19.99,1,4,1,US $13.03,US $13.03,US $13.03
9780-1,,,,,,,,,,,,,1,1,1,US $543.05,US $543.05,US $543.05,,,,,,
9912-1,1,1,1,US $36.32,US $36.32,US $36.32,,,,,,,1,3,1,US $39.99,US $39.99,US $39.99,,,,,,
9916-1,2,11,2,US $6.99,US $5.63,US $9.99,,,,,,,8,40,8,US $17.24,US $14.31,US $35.00,1,1,1,US $1.76,US $1.76,US $1.76
4127417-1,,,,,,,,,,,,,,,,,,,,,,,,
BAUMIT-1,1,1,1,US $15.02,US $15.02,US $15.02,,,,,,,5,5,5,US $21.93,US $21.93,US $53.86,,,,,,
1298-1,,,,,,,,,,,,,7,8,7,US $216.69,US $197.73,US $900.00,2,2,2,US $41.95,US $41.95,US $55.39
1800-1,,,,,,,1,2,1,US $0.37,US $0.37,US $0.37,3,13,3,US $5.43,US $5.10,US $6.29,,,,,,
2000-1,1,1,1,US $12.86,US $12.86,US $12.86,,,,,,,,,,,,,,,,,,
2001-1,,,,,,,,,,,,,,,,,,,2,2,2,US $15.99,US $15.99,US $18.41
2002-1,,,,,,,,,,,,,,,,,,,,,,,,
2007-1,1,1,1,US $84.64,US $84.64,US $84.64,1,1,1,US $37.86,US $37.86,US $37.86,,,,,,,1,1,1,US $58.50,US $58.50,US $58.50
2011-1,,,,,,,,,,,,,2,2,2,US $153.39,US $153.39,US $252.48,1,1,1,US $15.75,US $15.75,US $15.75
2012-1,,,,,,,,,,,,,,,,,,,,,,,,
2013-1,,,,,,,,,,,,,,,,,,,,,,,,
2017-1,,,,,,,,,,,,,,,,,,,,,,,,
2018-1,,,,,,,,,,,,,,,,,,,1,1,1,US $13.60,US $13.60,US $13.60
2019-1,,,,,,,,,,,,,,,,,,,,,,,,
2021-1,,,,,,,,,,,,,,,,,,,,,,,,
2022-1,,,,,,,,,,,,,,,,,,,3,3,3,US $234.96,US $234.96,US $271.53
