set_num,last_6_months_new_total_lots,last_6_months_new_total_qty,last_6_months_new_min_price,last_6_months_new_avg_price,last_6_months_new_qty_avg_price,last_6_months_new_max_price,last_6_months_used_total_lots,last_6_months_used_total_qty,last_6_months_used_min_price,last_6_months_used_avg_price,last_6_months_used_qty_avg_price,last_6_months_used_max_price,current_new_total_lots,current_new_total_qty,current_new_min_price,current_new_avg_price,current_new_qty_avg_price,current_new_max_price,current_used_total_lots,current_used_total_qty,current_used_min_price,current_used_avg_price,current_used_qty_avg_price,current_used_max_price
224-1,,,,,,,,,,,,,,,,,,,,,,,,
10516-1,,,,,,,,,,,,,2,2,2,US $62.53,US $62.53,US $69.95,12,12,12,US $28.02,US $28.02,US $69.99
10517-1,,,,,,,,,,,,,2,2,2,US $74.79,US $74.79,US $89.62,10,19,10,US $15.62,US $16.68,US $20.00
10518-1,1,4,1,US $40.81,US $40.81,US $40.81,,,,,,,1,2,1,US $75.90,US $75.90,US $75.90,10,15,10,US $18.27,US $19.26,US $25.68
10519-1,1,1,1,US $41.54,US $41.54,US $41.54,,,,,,,,,,,,,6,6,6,US $20.96,US $20.96,US $26.50
10520-1,,,,,,,,,,,,,1,1,1,US $49.99,US $49.99,US $49.99,9,12,9,US $19.02,US $19.72,US $49.99
10550-1,,,,,,,,,,,,,1,1,1,US $33.16,US $33.16,US $33.16,9,10,9,US $14.49,US $14.78,US $19.51
10552-1,,,,,,,1,1,1,US $10.00,US $10.00,US $10.00,,,,,,,26,38,26,US $12.16,US $13.23,US $18.38
10553-1,,,,,,,,,,,,,2,2,2,US $22.05,US $22.05,US $22.41,5,5,5,US $12.45,US $12.45,US $16.27
10554-1,,,,,,,,,,,,,2,3,2,US $26.38,US $27.71,US $30.36,16,19,16,US $15.38,US $15.03,US $39.99
10555-1,,,,,,,,,,,,,,,,,,,1,1,1,US $21.89,US $21.89,US $21.89
10556-1,,,,,,,,,,,,,1,2,1,US $49.03,US $49.03,US $49.03,,,,,,
10557-1,1,1,1,US $60.00,US $60.00,US $60.00,,,,,,,1,4,1,US $60.00,US $60.00,US $60.00,4,4,4,US $50.35,US $50.35,US $54.80
10558-1,,,,,,,1,1,1,US $10.00,US $10.00,US $10.00,1,1,1,US $12.66,US $12.66,US $12.66,30,40,30,US $13.90,US $14.09,US $21.68
10559-1,2,2,2,US $13.00,US $13.00,US $14.99,,,,,,,3,3,3,US $16.67,US $16.67,US $21.82,2,2,2,US $10.44,US $10.44,US $12.65
10560-1,,,,,,,,,,,,,,,,,,,4,4,4,US $12.44,US $12.44,US $14.64
10561-1,,,,,,,,,,,,,1,1,1,US $86.74,US $86.74,US $86.74,4,4,4,US $12.52,US $12.52,US $17.24
10655-1,,,,,,,1,1,1,US $5.25,US $5.25,US $5.25,1,1,1,US $20.00,US $20.00,US $20.00,24,24,24,US $20.43,US $20.43,US $37.97
10656-1,2,2,2,US $14.01,US $14.01,US $20.00,4,4,4,US $7.60,US $7.60,US $9.00,16,23,16,US $18.36,US $18.16,US $33.30,8,8,8,US $9.47,US $9.47,US $11.38
10657-1,,,,,,,,,,,,,4,5,4,US $26.97,US $26.70,US $27.78,9,9,9,US $14.71,US $14.71,US $19.99
10659-1,3,3,3,US $35.86,US $35.86,US $48.58,,,,,,,4,11,4,US $36.92,US $37.26,US $43.91,13,13,13,US $11.17,US $11.17,US $15.82
10660-1,2,2,2,US $27.04,US $27.04,US $27.17,1,1,1,US $20.39,US $20.39,US $20.39,7,25,7,US $30.13,US $33.25,US $37.95,19,20,19,US $18.08,US $18.26,US $69.99
10661-1,,,,,,,1,1,1,US $5.11,US $5.11,US $5.11,8,12,8,US $25.04,US $24.55,US $33.30,22,23,22,US $6.66,US $6.70,US $14.31
10662-1,,,,,,,,,,,,,3,3,3,US $82.21,US $82.21,US $105.00,6,6,6,US $36.45,US $36.45,US $42.00
10663-1,1,2,1,US $104.24,US $104.24,US $104.24,,,,,,,4,5,4,US $109.99,US $112.93,US $124.71,,,,,,
10664-1,,,,,,,,,,,,,4,11,4,US $99.68,US $94.29,US $116.29,,,,,,
10937-1,19,20,19,US $221.68,US $221.46,US $299.99,7,7,7,US $189.68,US $189.68,US $209.36,88,119,88,US $270.05,US $269.75,US $698.98,20,20,20,US $198.46,US $198.46,US $273.79
11900-1,,,,,,,,,,,,,,,,,,,,,,,,
11901-1,,,,,,,,,,,,,,,,,,,,,,,,
11902-1,1,1,1,US $5.39,US $5.39,US $5.39,,,,,,,5,18,5,US $6.65,US $6.89,US $9.00,2,2,2,US $15.50,US $15.50,US $19.01
11903-1,,,,,,,,,,,,,1,1,1,US $9.99,US $9.99,US $9.99,4,4,4,US $10.89,US $10.89,US $16.42
11904-1,,,,,,,1,1,1,US $9.99,US $9.99,US $9.99,6,104,6,US $16.57,US $11.41,US $32.52,3,3,3,US $10.89,US $10.89,US $17.68
11905-1,8,27,8,US $15.47,US $13.73,US $22.49,1,1,1,US $9.60,US $9.60,US $9.60,6,40,6,US $23.86,US $16.81,US $40.51,4,4,4,US $21.81,US $21.81,US $22.78
20214-1,1,1,1,US $99.99,US $99.99,US $99.99,,,,,,,13,18,13,US $132.57,US $130.75,US $205.23,4,4,4,US $93.40,US $93.40,US $115.61
20215-1,1,1,1,US $93.43,US $93.43,US $93.43,,,,,,,7,7,7,US $136.07,US $136.07,US $200.00,3,3,3,US $85.00,US $85.00,US $100.00
20216-1,,,,,,,,,,,,,13,13,13,US $110.81,US $110.81,US $215.95,4,4,4,US $66.48,US $66.48,US $75.90
20217-1,,,,,,,,,,,,,8,11,8,US $117.79,US $122.28,US $150.00,,,,,,
21015-1,10,12,10,US $157.56,US $157.86,US $175.06,9,9,9,US $48.84,US $48.84,US $70.96,29,32,29,US $167.49,US $168.02,US $216.88,31,32,31,US $57.33,US $56.66,US $117.00
21017-1,10,11,10,US $169.89,US $170.26,US $203.59,11,11,11,US $117.96,US $117.96,US $129.39,64,78,64,US $210.58,US $210.09,US $438.28,18,19,18,US $143.57,US $141.66,US $216.88
21018-1,7,8,7,US $139.38,US $141.54,US $156.65,10,10,10,US $61.44,US $61.44,US $91.78,41,52,41,US $148.59,US $145.60,US $267.27,26,26,26,US $79.06,US $79.06,US $159.41
21021-1,1,1,1,US $901.27,US $901.27,US $901.27,,,,,,,18,19,18,"US $1,253.67","US $1,267.59","US $2,168.82",8,8,8,US $286.59,US $286.59,US $519.70
21050-1,11,11,11,US $305.20,US $305.20,US $479.52,7,7,7,US $200.00,US $200.00,US $222.87,28,31,28,US $398.49,US $392.75,US $712.58,14,15,14,US $240.46,US $240.72,US $300.00
21103-1,21,24,21,US $147.22,US $143.81,US $366.60,19,19,19,US $94.08,US $94.08,US $161.97,116,325,116,US $223.57,US $192.64,US $899.99,57,58,57,US $124.64,US $125.48,US $253.16
21105-1,9,9,9,US $65.60,US $65.60,US $96.03,13,13,13,US $26.51,US $26.51,US $44.37,17,23,17,US $93.20,US $87.30,US $149.99,10,10,10,US $64.90,US $64.90,US $140.01
21106-1,8,10,8,US $61.80,US $62.04,US $70.80,13,13,13,US $26.64,US $26.64,US $40.00,15,31,15,US $72.87,US $67.39,US $149.99,14,14,14,US $33.10,US $33.10,US $55.00
30106-1,8,26,8,US $5.47,US $5.20,US $8.00,5,5,5,US $3.51,US $3.51,US $5.00,59,215,59,US $7.03,US $7.31,US $15.00,12,12,12,US $3.16,US $3.16,US $5.00
30107-1,3,7,3,US $7.90,US $8.65,US $9.21,,,,,,,27,59,27,US $6.53,US $6.69,US $9.73,8,9,8,US $4.46,US $4.47,US $8.49
30108-1,3,4,3,US $4.01,US $3.68,US $6.65,,,,,,,75,273,75,US $5.48,US $5.34,US $15.00,10,10,10,US $3.77,US $3.77,US $5.99
30166-1,26,83,26,US $16.97,US $17.12,US $20.70,1,1,1,US $10.82,US $10.82,US $10.82,19,81,19,US $18.22,US $20.50,US $31.37,2,2,2,US $11.50,US $11.50,US $12.00
30167-1,18,75,18,US $21.90,US $19.20,US $29.40,3,3,3,US $9.39,US $9.39,US $10.00,64,298,64,US $27.41,US $22.51,US $63.29,3,3,3,US $5.30,US $5.30,US $12.46
30168-1,28,39,28,US $83.22,US $83.25,US $118.00,4,4,4,US $71.83,US $71.83,US $78.61,37,61,37,US $106.47,US $102.93,US $238.00,15,15,15,US $66.91,US $66.91,US $94.00
30183-1,4,4,4,US $2.97,US $2.97,US $3.66,2,2,2,US $1.20,US $1.20,US $1.46,45,83,45,US $4.98,US $5.16,US $11.60,10,11,10,US $2.30,US $2.19,US $4.34
30184-1,2,2,2,US $9.28,US $9.28,US $10.79,1,1,1,US $3.00,US $3.00,US $3.00,11,14,11,US $7.76,US $7.60,US $17.92,5,5,5,US $2.54,US $2.54,US $3.48
30185-1,10,15,10,US $10.69,US $10.41,US $14.99,,,,,,,13,62,13,US $12.69,US $15.15,US $19.98,2,2,2,US $3.33,US $3.33,US $3.36
30186-1,6,7,6,US $7.90,US $7.70,US $10.88,,,,,,,26,136,26,US $10.37,US $10.65,US $18.50,1,1,1,US $6.74,US $6.74,US $6.74
30215-1,33,44,33,US $18.66,US $18.91,US $28.10,2,2,2,US $15.16,US $15.16,US $17.51,32,96,32,US $29.29,US $30.50,US $54.22,2,2,2,US $17.37,US $17.37,US $20.06
30216-1,24,34,24,US $28.20,US $28.51,US $37.95,3,4,3,US $20.48,US $20.27,US $21.78,32,114,32,US $37.74,US $36.67,US $79.83,5,6,5,US $20.36,US $21.03,US $27.11
30220-1,8,11,8,US $4.69,US $4.47,US $7.00,1,1,1,US $2.39,US $2.39,US $2.39,19,87,19,US $6.90,US $6.19,US $11.39,9,12,9,US $4.94,US $4.62,US $9.76
30221-1,4,7,4,US $5.40,US $5.47,US $6.53,5,5,5,US $2.93,US $2.93,US $5.09,36,121,36,US $6.85,US $6.96,US $11.65,12,13,12,US $3.13,US $3.14,US $5.06
30222-1,18,27,18,US $4.90,US $4.58,US $16.00,1,1,1,US $2.49,US $2.49,US $2.49,78,218,78,US $6.11,US $5.99,US $22.00,23,24,23,US $2.58,US $2.60,US $3.53
30240-1,24,49,24,US $6.13,US $6.35,US $8.96,4,4,4,US $3.79,US $3.79,US $6.40,58,132,58,US $7.85,US $8.34,US $21.69,20,20,20,US $3.67,US $3.67,US $7.27
30241-1,11,12,11,US $12.36,US $12.29,US $18.00,6,6,6,US $3.68,US $3.68,US $7.29,24,36,24,US $18.84,US $18.83,US $50.94,5,5,5,US $4.63,US $4.63,US $8.13
30242-1,9,10,9,US $12.98,US $13.07,US $21.30,2,2,2,US $8.29,US $8.29,US $8.84,6,8,6,US $20.79,US $20.19,US $37.95,5,5,5,US $8.56,US $8.56,US $9.50
30243-1,19,22,19,US $6.44,US $6.17,US $11.43,1,1,1,US $2.92,US $2.92,US $2.92,27,55,27,US $8.90,US $8.81,US $18.34,11,13,11,US $3.62,US $3.83,US $5.81
30250-1,22,153,22,US $4.69,US $3.90,US $10.41,5,5,5,US $2.53,US $2.53,US $2.93,104,245,104,US $6.34,US $6.51,US $14.00,14,14,14,US $3.81,US $3.81,US $10.00
30251-1,21,184,21,US $4.27,US $3.75,US $8.00,3,3,3,US $2.73,US $2.73,US $3.00,52,248,52,US $5.90,US $7.45,US $14.00,22,22,22,US $3.40,US $3.40,US $10.30
30252-1,5,35,5,US $5.26,US $4.39,US $6.52,2,2,2,US $4.09,US $4.09,US $5.00,26,136,26,US $7.23,US $8.16,US $17.92,7,7,7,US $4.06,US $4.06,US $10.00
30253-1,11,67,11,US $5.73,US $5.43,US $10.98,2,2,2,US $2.44,US $2.44,US $3.85,26,79,26,US $6.57,US $6.53,US $9.98,11,11,11,US $3.46,US $3.46,US $6.39
30254-1,14,80,14,US $5.98,US $5.60,US $10.54,3,3,3,US $2.38,US $2.38,US $2.68,10,25,10,US $8.88,US $7.76,US $15.00,8,8,8,US $4.81,US $4.81,US $8.02
30255-1,9,112,9,US $6.05,US $4.04,US $19.56,3,3,3,US $3.50,US $3.50,US $4.50,24,124,24,US $6.93,US $9.15,US $12.99,6,6,6,US $2.79,US $2.79,US $3.67
30260-1,35,74,35,US $8.48,US $9.16,US $14.99,1,1,1,US $2.84,US $2.84,US $2.84,48,116,48,US $11.48,US $11.22,US $31.23,8,9,8,US $4.34,US $4.28,US $7.59
30261-1,9,10,9,US $18.41,US $19.07,US $28.17,1,1,1,US $12.71,US $12.71,US $12.71,11,18,11,US $26.55,US $27.15,US $40.00,3,3,3,US $8.32,US $8.32,US $11.98
30270-1,31,115,31,US $5.69,US $5.10,US $11.05,3,3,3,US $4.03,US $4.03,US $6.35,52,177,52,US $7.18,US $6.85,US $33.06,5,5,5,US $2.68,US $2.68,US $3.67
31000-1,,,,,,,3,3,3,US $2.74,US $2.74,US $3.34,16,27,16,US $8.18,US $8.81,US $10.84,49,49,49,US $3.60,US $3.60,US $9.37
31001-1,3,3,3,US $9.54,US $9.54,US $10.83,10,10,10,US $2.59,US $2.59,US $3.68,10,14,10,US $10.69,US $10.89,US $16.51,49,50,49,US $3.67,US $3.66,US $6.50
31002-1,2,5,2,US $8.23,US $9.29,US $10.00,2,2,2,US $4.54,US $4.54,US $5.32,14,30,14,US $17.64,US $20.18,US $43.74,76,81,76,US $5.63,US $5.65,US $18.34
31003-1,,,,,,,13,13,13,US $4.72,US $4.72,US $6.61,8,12,8,US $20.91,US $19.63,US $53.72,70,74,70,US $6.23,US $6.21,US $39.30
31004-1,6,6,6,US $32.68,US $32.68,US $38.00,14,14,14,US $11.15,US $11.15,US $23.23,8,15,8,US $27.93,US $23.29,US $45.55,24,24,24,US $11.83,US $11.83,US $27.06
31005-1,4,4,4,US $23.54,US $23.54,US $31.90,5,5,5,US $7.21,US $7.21,US $9.50,17,18,17,US $30.70,US $30.74,US $65.67,44,44,44,US $11.32,US $11.32,US $74.99
31006-1,5,5,5,US $26.37,US $26.37,US $30.08,7,7,7,US $10.12,US $10.12,US $13.35,23,37,23,US $41.07,US $44.20,US $108.43,84,90,84,US $14.71,US $14.78,US $79.99
31007-1,,,,,,,7,7,7,US $10.36,US $10.36,US $15.00,10,10,10,US $30.42,US $30.42,US $49.29,42,45,42,US $15.28,US $15.78,US $54.22
31008-1,1,1,1,US $26.88,US $26.88,US $26.88,3,3,3,US $12.13,US $12.13,US $15.00,8,8,8,US $32.72,US $32.72,US $43.38,65,69,65,US $13.98,US $14.11,US $54.22
31009-1,9,10,9,US $35.86,US $36.09,US $41.02,2,2,2,US $17.75,US $17.75,US $17.99,40,50,40,US $43.40,US $42.28,US $95.43,44,45,44,US $23.03,US $23.48,US $43.91
31010-1,5,5,5,US $54.39,US $54.39,US $64.99,5,5,5,US $17.79,US $17.79,US $25.00,44,58,44,US $65.15,US $70.01,US $162.66,80,83,80,US $22.91,US $23.44,US $54.21
31011-1,6,7,6,US $64.21,US $62.81,US $100.00,1,1,1,US $40.00,US $40.00,US $40.00,22,28,22,US $92.63,US $95.28,US $215.80,21,21,21,US $37.22,US $37.22,US $71.70
31012-1,9,9,9,US $122.41,US $122.41,US $178.59,9,9,9,US $66.64,US $66.64,US $91.97,39,59,39,US $135.97,US $143.32,US $205.42,42,46,42,US $81.70,US $82.71,US $189.77
31313-1,15,19,15,US $379.44,US $318.82,US $660.24,22,22,22,US $265.83,US $265.83,US $380.00,7,28,7,US $501.73,US $196.01,US $986.54,30,104,30,US $296.43,US $227.42,US $525.00
40051-1,4,7,4,US $14.21,US $14.12,US $20.00,,,,,,,14,23,14,US $18.91,US $19.32,US $24.99,7,8,7,US $9.25,US $9.22,US $10.00
40052-1,4,5,4,US $10.74,US $10.79,US $13.62,,,,,,,64,170,64,US $15.90,US $15.83,US $24.99,5,5,5,US $9.15,US $9.15,US $12.75
40053-1,3,8,3,US $8.37,US $10.10,US $12.18,1,1,1,US $5.00,US $5.00,US $5.00,16,47,16,US $18.91,US $21.53,US $25.43,9,9,9,US $8.05,US $8.05,US $9.00
40054-1,4,4,4,US $16.59,US $16.59,US $18.35,,,,,,,60,115,60,US $19.46,US $18.61,US $50.03,7,7,7,US $9.73,US $9.73,US $12.25
40055-1,1,1,1,US $24.22,US $24.22,US $24.22,,,,,,,28,47,28,US $18.17,US $20.12,US $29.99,3,3,3,US $12.45,US $12.45,US $14.67
40056-1,10,11,10,US $18.90,US $18.77,US $25.00,,,,,,,46,68,46,US $21.25,US $21.42,US $29.99,4,4,4,US $17.80,US $17.80,US $18.22
40057-1,7,7,7,US $16.57,US $16.57,US $19.99,,,,,,,45,98,45,US $19.18,US $20.22,US $24.99,2,2,2,US $13.20,US $13.20,US $17.99
40058-1,16,23,16,US $14.24,US $14.26,US $22.00,,,,,,,52,78,52,US $20.13,US $18.82,US $49.95,8,8,8,US $13.74,US $13.74,US $17.54
40059-1,4,4,4,US $19.56,US $19.56,US $26.86,3,3,3,US $17.10,US $17.10,US $20.00,36,63,36,US $25.49,US $25.04,US $55.95,9,9,9,US $14.29,US $14.29,US $18.99
40061-1,1,1,1,US $13.50,US $13.50,US $13.50,1,1,1,US $8.50,US $8.50,US $8.50,7,22,7,US $14.95,US $14.22,US $17.94,,,,,,
40062-1,2,2,2,US $11.36,US $11.36,US $12.51,,,,,,,10,11,10,US $11.86,US $12.05,US $14.34,3,3,3,US $10.65,US $10.65,US $16.27
40063-1,3,4,3,US $5.63,US $5.50,US $7.38,,,,,,,15,85,15,US $10.40,US $7.80,US $16.99,2,2,2,US $3.47,US $3.47,US $4.33
40064-1,1,1,1,US $6.49,US $6.49,US $6.49,,,,,,,12,23,12,US $7.97,US $7.05,US $21.69,1,1,1,US $7.13,US $7.13,US $7.13
40065-1,5,7,5,US $6.16,US $5.68,US $8.17,,,,,,,12,28,12,US $7.12,US $7.59,US $10.83,,,,,,
40066-1,1,2,1,US $5.36,US $5.36,US $5.36,,,,,,,11,15,11,US $8.34,US $8.68,US $16.26,,,,,,
40067-1,2,3,2,US $6.58,US $6.31,US $7.40,2,2,2,US $5.05,US $5.05,US $5.07,5,13,5,US $10.93,US $13.48,US $21.99,1,1,1,US $8.00,US $8.00,US $8.00
40068-1,6,20,6,US $11.53,US $15.50,US $17.55,1,1,1,US $9.95,US $9.95,US $9.95,5,10,5,US $12.74,US $12.14,US $14.99,1,1,1,US $11.92,US $11.92,US $11.92
40069-1,,,,,,,,,,,,,9,18,9,US $9.23,US $8.76,US $14.34,1,2,1,US $5.00,US $5.00,US $5.00
40070-1,,,,,,,,,,,,,7,8,7,US $15.22,US $14.90,US $17.92,1,1,1,US $10.00,US $10.00,US $10.00
40071-1,,,,,,,,,,,,,8,16,8,US $14.94,US $16.28,US $19.52,1,1,1,US $7.28,US $7.28,US $7.28
40072-1,,,,,,,,,,,,,10,15,10,US $11.12,US $10.98,US $17.92,1,1,1,US $4.75,US $4.75,US $4.75
40073-1,1,1,1,US $11.43,US $11.43,US $11.43,1,1,1,US $8.75,US $8.75,US $8.75,7,25,7,US $17.87,US $16.14,US $23.26,,,,,,
40077-1,14,59,14,US $7.71,US $6.13,US $12.56,3,3,3,US $4.89,US $4.89,US $5.00,69,192,69,US $9.19,US $10.08,US $28.00,10,11,10,US $5.19,US $5.05,US $6.51
40078-1,27,66,27,US $12.19,US $11.12,US $18.50,3,3,3,US $7.54,US $7.54,US $9.11,76,311,76,US $15.37,US $12.20,US $50.00,3,3,3,US $9.82,US $9.82,US $15.19
40079-1,21,27,21,US $37.72,US $37.82,US $68.34,10,10,10,US $18.47,US $18.47,US $27.00,68,98,68,US $48.52,US $46.83,US $115.93,9,11,9,US $24.84,US $23.93,US $43.38
40080-1,1,1,1,US $11.00,US $11.00,US $11.00,,,,,,,32,59,32,US $17.73,US $18.31,US $39.99,3,3,3,US $11.40,US $11.40,US $15.19
40082-1,13,14,13,US $45.04,US $44.09,US $55.00,3,3,3,US $32.96,US $32.96,US $40.00,41,90,41,US $52.68,US $58.41,US $88.04,7,7,7,US $39.55,US $39.55,US $49.99
40083-1,14,16,14,US $44.13,US $42.62,US $64.88,4,4,4,US $33.15,US $33.15,US $45.00,50,67,50,US $52.47,US $53.96,US $88.00,12,12,12,US $33.24,US $33.24,US $65.00
40084-1,4,6,4,US $6.46,US $8.30,US $12.00,1,1,1,US $5.99,US $5.99,US $5.99,11,102,11,US $6.20,US $7.77,US $13.44,1,1,1,US $5.99,US $5.99,US $5.99
40200-1,2,2,2,US $8.36,US $8.36,US $10.66,,,,,,,10,28,10,US $14.54,US $10.06,US $63.58,,,,,,
41000-1,1,1,1,US $3.49,US $3.49,US $3.49,1,1,1,US $2.79,US $2.79,US $2.79,54,190,54,US $6.41,US $6.89,US $19.99,100,115,100,US $3.35,US $3.31,US $20.00
41001-1,3,3,3,US $11.56,US $11.56,US $15.49,5,5,5,US $4.31,US $4.31,US $5.00,41,87,41,US $12.83,US $13.28,US $22.50,73,78,73,US $6.81,US $6.73,US $21.69
41002-1,1,1,1,US $5.96,US $5.96,US $5.96,4,4,4,US $6.30,US $6.30,US $7.52,20,44,20,US $15.97,US $16.43,US $49.98,63,71,63,US $6.94,US $6.94,US $17.03
41003-1,,,,,,,3,3,3,US $4.91,US $4.91,US $5.88,15,21,15,US $14.56,US $15.00,US $29.98,82,87,82,US $6.00,US $6.09,US $18.14
41004-1,3,3,3,US $25.64,US $25.64,US $30.92,,,,,,,10,12,10,US $27.09,US $26.09,US $56.95,77,82,77,US $11.88,US $12.10,US $69.99
41005-1,2,2,2,US $71.68,US $71.68,US $75.62,2,2,2,US $30.14,US $30.14,US $37.42,23,25,23,US $109.37,US $111.16,US $164.33,88,92,88,US $39.29,US $39.19,US $108.44
41010-1,1,1,1,US $7.49,US $7.49,US $7.49,2,2,2,US $3.35,US $3.35,US $3.49,30,84,30,US $14.54,US $18.73,US $29.95,67,70,67,US $7.95,US $7.81,US $99.99
41011-1,,,,,,,3,3,3,US $4.38,US $4.38,US $6.39,24,54,24,US $17.23,US $16.60,US $30.00,57,59,57,US $6.76,US $6.75,US $27.11
41013-1,1,1,1,US $16.32,US $16.32,US $16.32,4,4,4,US $4.84,US $4.84,US $6.79,18,22,18,US $20.38,US $22.08,US $34.95,76,87,76,US $8.04,US $8.08,US $37.00
41015-1,,,,,,,8,8,8,US $27.96,US $27.96,US $65.00,23,33,23,US $138.23,US $123.95,US $179.98,111,117,111,US $58.45,US $58.35,US $807.09
41016-1,1,1,1,US $22.03,US $22.03,US $22.03,,,,,,,17,44,17,US $29.48,US $30.65,US $43.91,9,10,9,US $17.74,US $18.24,US $22.77
41017-1,8,13,8,US $7.01,US $7.13,US $9.00,4,4,4,US $3.53,US $3.53,US $5.98,30,85,30,US $9.04,US $10.60,US $29.95,30,31,30,US $4.46,US $4.49,US $8.00
41018-1,8,22,8,US $8.55,US $9.82,US $11.95,3,3,3,US $3.50,US $3.50,US $4.63,27,68,27,US $8.28,US $8.10,US $14.98,22,22,22,US $3.78,US $3.78,US $6.50
41019-1,9,12,9,US $7.62,US $7.60,US $12.00,5,5,5,US $3.68,US $3.68,US $4.98,32,93,32,US $8.03,US $9.20,US $13.45,31,33,31,US $3.85,US $4.01,US $8.39
41020-1,10,24,10,US $5.97,US $5.60,US $7.95,7,7,7,US $3.35,US $3.35,US $3.90,44,94,44,US $7.56,US $7.73,US $16.00,27,27,27,US $3.54,US $3.54,US $5.45
41021-1,4,4,4,US $3.75,US $3.75,US $5.00,2,2,2,US $2.98,US $2.98,US $2.99,52,193,52,US $7.41,US $8.06,US $20.00,44,47,44,US $3.24,US $3.20,US $6.50
41022-1,8,12,8,US $6.19,US $5.86,US $7.95,2,2,2,US $4.74,US $4.74,US $6.00,39,78,39,US $6.60,US $7.00,US $14.98,39,41,39,US $3.73,US $3.76,US $10.84
41023-1,11,11,11,US $5.15,US $5.15,US $7.28,6,6,6,US $3.68,US $3.68,US $5.28,34,159,34,US $7.51,US $7.64,US $19.98,19,21,19,US $3.48,US $3.54,US $5.42
41024-1,3,3,3,US $4.22,US $4.22,US $5.65,5,5,5,US $3.31,US $3.31,US $4.39,39,183,39,US $6.29,US $5.91,US $14.98,22,24,22,US $4.07,US $3.99,US $10.84
41025-1,6,6,6,US $5.44,US $5.44,US $6.99,1,1,1,US $3.29,US $3.29,US $3.29,36,110,36,US $6.72,US $7.32,US $19.95,23,24,23,US $4.33,US $4.28,US $8.39
41999-1,5,6,5,US $616.95,US $615.13,US $665.75,1,1,1,US $218.00,US $218.00,US $218.00,54,78,54,US $593.29,US $590.07,"US $1,041.47",12,12,12,US $447.60,US $447.60,US $813.25
42000-1,2,3,2,US $225.39,US $231.65,US $244.17,7,7,7,US $102.24,US $102.24,US $132.52,26,30,26,US $292.34,US $290.96,US $750.00,48,54,48,US $128.69,US $127.86,US $459.99
42001-1,,,,,,,1,1,1,US $5.33,US $5.33,US $5.33,15,24,15,US $15.73,US $17.07,US $22.95,45,49,45,US $8.32,US $8.56,US $54.22
42002-1,3,4,3,US $32.19,US $28.82,US $63.12,9,9,9,US $6.30,US $6.30,US $8.75,18,18,18,US $32.09,US $32.09,US $56.94,76,80,76,US $11.47,US $12.05,US $29.99
42004-1,4,5,4,US $37.67,US $37.58,US $48.70,6,6,6,US $24.02,US $24.02,US $34.00,6,6,6,US $69.46,US $69.46,US $97.59,28,29,28,US $21.43,US $21.31,US $39.43
42005-1,4,6,4,US $92.27,US $95.33,US $138.00,2,2,2,US $25.38,US $25.38,US $26.63,7,7,7,US $98.45,US $98.45,US $173.51,33,37,33,US $34.71,US $35.30,US $83.00
42006-1,11,11,11,US $162.01,US $162.01,US $198.95,9,9,9,US $54.82,US $54.82,US $65.45,11,13,11,US $190.18,US $185.81,US $271.10,60,62,60,US $74.71,US $75.44,US $133.53
42007-1,2,2,2,US $112.31,US $112.31,US $134.57,13,13,13,US $40.05,US $40.05,US $52.05,9,11,9,US $128.47,US $128.46,US $162.66,36,37,36,US $49.75,US $49.87,US $119.29
42008-1,3,5,3,US $279.00,US $267.17,US $323.04,10,10,10,US $106.45,US $106.45,US $146.86,31,40,31,US $324.64,US $322.25,US $499.63,55,56,55,US $133.17,US $133.89,US $291.12
42009-1,15,16,15,US $396.46,US $393.22,US $479.92,17,17,17,US $192.80,US $192.80,US $247.72,36,43,36,US $443.39,US $440.75,US $750.00,67,73,67,US $259.02,US $260.22,US $582.02
42010-1,,,,,,,11,11,11,US $8.78,US $8.78,US $12.76,15,17,15,US $38.36,US $38.58,US $59.95,49,53,49,US $12.77,US $13.15,US $27.06
42011-1,,,,,,,3,3,3,US $9.76,US $9.76,US $10.53,8,13,8,US $40.41,US $38.67,US $54.22,81,88,81,US $13.61,US $13.99,US $31.25
44000-1,,,,,,,15,15,15,US $24.87,US $24.87,US $33.75,2,6,2,US $126.87,US $103.01,US $162.65,37,40,37,US $27.53,US $27.28,US $44.95
44001-1,1,1,1,US $31.00,US $31.00,US $31.00,19,19,19,US $10.88,US $10.88,US $17.28,1,1,1,US $31.65,US $31.65,US $31.65,50,70,50,US $12.92,US $12.92,US $25.32
44002-1,,,,,,,8,8,8,US $10.22,US $10.22,US $15.00,3,3,3,US $28.81,US $28.81,US $33.01,40,43,40,US $11.88,US $11.93,US $32.48
44003-1,1,1,1,US $41.44,US $41.44,US $41.44,17,17,17,US $7.67,US $7.67,US $11.37,6,6,6,US $44.13,US $44.13,US $75.00,47,63,47,US $10.23,US $10.44,US $20.00
44004-1,1,5,1,US $18.16,US $18.16,US $18.16,10,10,10,US $9.87,US $9.87,US $15.85,1,2,1,US $75.91,US $75.91,US $75.91,38,53,38,US $11.11,US $11.80,US $26.00
44005-1,3,3,3,US $19.84,US $19.84,US $23.35,6,6,6,US $11.68,US $11.68,US $14.85,2,2,2,US $23.59,US $23.59,US $27.11,35,45,35,US $13.38,US $13.89,US $22.00
